Latitud,Longitud,Regional,Provincia,Ciudad,Tipo_CS,Nombre_agencia,Sector,Direccion,Telefono,Supervisor,Entrega_en_oficina,Hora_promedio_entrega,Horario_Lunes_Viernes,Horario_fin_semana,Email
-0.1896615,-78.4889732,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_MARIANA DE JESUS,NORTE,AV. MARIANA DE JESUS Y HUNGRIA,02-3732000 EXT 2340,PABLO ARTURO AILLON CERVANTE,SI,11H00,08H00 A 18H00,NO LABORA,csmarianadejesus.quito@servientrega.com.ec
-0.094349,-78.43719,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_MARIANAS,NORTE,MARIANAS - GEOVANNI CALLES Y DUCHICELA,023732000 ext 2318,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 13H00 Y 14H00 A 18H00,09H00 A 13H00,csmarianas.quito@servientrega.com.ec
-0.0866265,-78.4235115,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MARIANITAS,NORTE,GEOVANNY CALLES E2-261 Y EFRAIN ARMAS,0987554011,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H30 A 13H00 Y 14H00 A 18H00,09H00 A 13H00,csmarianitas.quito@hotmail.com
-0.2073172,-78.4947916,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_MARISCAL,NORTE,JORGE WASHINGTON E7-07 REINA VICTORIA,02-3732000 EXT 2314,PABLO ARTURO AILLON CERVANTE,SI,12h00,08H00 A 18H00,09H00 A 13H00,csmariscal.quito@servientrega.com.ec
-0.1600159,-78.4960301,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MARKET PLACE,NORTE,MARISCAL ANTONIO JOSE DE SUCRE 167 Y AV OCCIDENTAL,0989996934/0984044563,MARIA SOLEDAD OVIEDO CARGUACUNDO,NO,-,09H00 -13H00 -14H00 A 18H00,09H00 A 13H00,csmarketplace.quito@hotmail.com
-0.305740,-78.566740,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MARTHA BUCARAM,SUR,AV. MARTHA BUCARAM S43-134 Y S 43 C,0992926429,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csmarthabucaram.quito@hotmail.com
-0.1119481,-78.5060251,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MENA DEL HIERRO,NORTE,MACHALA OE8-90 Y AV MARISCAL SUCRE,0984748465/0984804952,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,NO LABORA,csmenadelhierro.quito@hotmail.com
-0.306895,-78.417480,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MERCADO ALANGASI,ESTE,SIMON BOLIVAR 426 Y JUAN LEON MERA,22788065 / 0990679811,PABLO ARTURO AILLON CERVANTE,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csmercadoalangasi.quito@hotmail.com
-0.331754,-78.486976,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MIRANDA,SUROESTE,RIO NAPO E2-33 Y ENSINA,0999969069,PABLO ARTURO AILLON CERVANTE,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csmiranda.quito@gmail.com
-0.0099105,-78.4462942,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_MITAD DEL MUNDO,NORTE,13 DE JUNIO S1-105 Y AV. EQUINOCCIAL,02-3732000 EXT 2319,PABLO ARTURO AILLON CERVANTE,SI,14h30,08H30 A 18H30,09H00 A 13H00,csmitaddelmundo.quito@servientrega.com.ec
-,-,NORTE,PICHINCHA,QUITO,CRESS,QUITO_MOVILBANK,NORTE,AV ORELLANA E4-430 Y AV AMAZONAS,0,ANDRES FELIPE RIOS GARCIA,NO,-,-,-,1@MOVILBANK.COM
-0.177074,-78.479944,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_NACIONES UNIDAS,NORTE,AV.NACIONES UNIDAS E10-44 Y REPUBLICA DEL SALVADOR,02-3732000 EXT 2305,PABLO ARTURO AILLON CERVANTE,SI,13H00,08H30 A 20H00,09H00 A 16H00,csnacionesunidas.quito@servientrega.com.ec
-0.239985,-78.5113398,NORTE,PICHINCHA,QUITO,CRESS,QUITO_NAPO,SUR,CALLE GUAYLLABAMBA E4-69 Y EUGENIA MERA CHIMBACALL,0987114509,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 Y 14H00 A 18H00,09H00 A 13H00,cs134.quito@hotmail.com
-0.1578973,-78.4400151,NORTE,PICHINCHA,QUITO,CRESS,QUITO_NAYON,NORESTE,ANTONIO JOSE DE SUCRE N1-27 Y QUITO,0979200292,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,11h00,09H00 A 13H00 Y 14H00 A 18H00,08H00 A 12H00,quito_nayon@hotmail.com
-0.3170148,-78.5521807,NORTE,PICHINCHA,QUITO,CRESS,QUITO_NUEVA AURORA,SUR,GEOVANNY BENITEZ S48-144 Y FENICIO ANGULO,0992680003 / 0963854520,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 17H30,09H00 A 12H00,csquito.nuevaaurora@gmail.com
-0.219006,-78.5092893,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_OLMEDO,CENTRO,OLMEDO OE2-75 Y GUAYAQUIL,023732000 EXT 2328,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 13H00 - 14H00 A 17H30,09H00 A 13H00,csolmedo.quito@servientrega.com.ec
-0.1260298,-78.4986285,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_PABLO ARTURO 1,NORTE,MACHALA 59-133 Y MIGUEL ARIAS,02-3732000 EXT 2365,PABLO ARTURO AILLON CERVANTE,SI,12h00,08H00 A 12H30 Y 13H30 A 18H00,09H00 A 13H00,cspabloarturo1.quito@servientrega.com.ec
-0.1311912,-78.4980126,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PARQUE INGLES,NORTE,VICENTE AGUIRRE OE6-26 Y MACHALA,0997606879,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 18H00,09H00 A 12H00,csquito.parqueingles@hotmail.com
-0.2227347,-78.5133155,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PASAJE BOLIVAR,CENTRO,BOLIVAR OE3-59 Y VENEZUELA,0981106464,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 18H00,09H00 A 13H00,cspasajebolivar.quito@hotmail.com
-0.3084959,-78.4432006,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PEDREGAL,SURESTE,OE8E Y RIO PITA,0958847324,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,08H00 A 18H00,08H00 A 12H00,csquito.pedregal@hotmail.com
-0.105376,-78.4993427,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PEDRO DE LA PENA,NORTE,PEDRO DE LA PENA OE5-188 Y CATON CARDENAS,0998108882,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,08H00 A 13H00 - 14H00 A 18H300,08H30 A 13H00,andreaclavijo143@gmail.com
-0.2207155,-78.3345665,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PIFO 1,NORTE,MARIA TERESA VELASQUEZ S/N Y OSWALDO GUAYASAMIN,0963687217,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,08H00 A 17H00,09H00 A 13H00,cs90.quito@hotmail.com
-0.244556,-78.53374,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PINTADO 1,SUR,MARISCAL SUCRE S 10-472 E ILLESCAS,0998605125,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 18H30,09H00 A 12H00,servientregaquito17@hotmail.com
-0.370333,-78.373229,NORTE,PICHINCHA,QUITO,CRESS,QUITO_PINTAG 1,ESTE,ANTISANA S/N Y MARQUEZA DE SOLANDA,0958865875,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14h00,08H30 A 13H00 - 14H00 A 18H00,NO LABORA,cspintag1.quito@hotmail.com
-0.1633106,-78.4896161,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_PLAZA ROMA,NORTE,HIDALGO DE PINTO N42-230 Y AV. BRASIL,02-3732000 EXT 2322,PABLO ARTURO AILLON CERVANTE,NO,-,08H30 A 13H30 Y 14H30 A18H30,NO LABORA,csplazaroma.quito@servientrega.com.ec
-0.0541487,-78.4561568,NORTE,PICHINCHA,QUITO,CRESS,QUITO_POMASQUI,NORTE,MARIETA DE VEINTIMILLA S1-22 Y PRIMERA TRASVERSAL,0969028737,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14h00,08H30 A 18H30,09H00 A 13H00,csquito.pomasqui@hotmail.com
-0.1822067,-78.4756689,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_PORTUGAL,NORTE,AV ELOY ALFARO N34-473 Y PORTUGAL,02-3732000 EXT 2321,PABLO ARTURO AILLON CERVANTE,SI,-,08H00 A 13H00 Y 14H00 A 18H00,NO LABORA,csportugal.quito@servientrega.com.ec
-0.2032122,-78.3683647,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_PUEMBO,NORTE,AV INTEROCEANICA S9-362 Y LA Y DE PUEMBO,023732000 EXT 2350,PABLO ARTURO AILLON CERVANTE,SI,11h30,08H00 A 13H00 Y 14H00 A 17H30,-,cspuembo.quito@servientrega.com.ec
-0.068193,-78.4688232,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_PUSUQUI,NORTE,MANUEL CORDOVA GALARZA OE4-308 Y EL VERGEL,02-3732000 EXT 2317,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H30 A 13H00 Y 14H00 A 18H30,NO LABORA,cspusuqui.quito@servientrega.com.ec
-0.2827548,-78.4690105,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA ARMENIA,SUROESTE,AV. LOLA QUINTANA N9-397 Y ALFREDO GANGOTENA,0983284932,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csquimicaarmenia.quito@hotmail.com
-0.085223,-78.4685371,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA CARCELEN,NORTE,JOSE GUERRERO E1-102 Y JUAN DE LA VEGA,22803899,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,10H00 A 14H00,quito_quimicacarcelen@hotmail.com
-0.2948085,-78.4779101,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA CONOCOTO,SUR,MARISCAL SUCRE S3-20 Y MONTUFAR,0996003075,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A14HOO A 15H30 A 19HOO,09H00 A 12H00,csquimicaconocoto.quito@hotmail.com
-0.1363544,-78.471283,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA EL EDEN,NORTE,DE LOS PINOS E10-81 Y AV ELOY ALFARO,0982600882,PABLO ARTURO AILLON CERVANTE,SI,14H00,09H00 A 18H00,09H00 A 13H00,csquimicaeden.quito@hotmail.com
-0.1670981,-78.470617,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA GRANADOS,NORTE,AV. LOS GRANADOS SN Y SAN JOSE QUERI,0999783095,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 18HOO,09H30 A 13H00,QUITO_QUIMICAGRANADOS@HOTMAIL.COM
-0.189166,-78.447875,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA MIRAVALLE,NORESTE,AV. INTEROCEANICA S/N Y CALLE J,0983030341,PABLO ARTURO AILLON CERVANTE,SI,14H00,09H00 A 18H00,09H00 A 13H00,csquimicamiravalle.quito@hotmail.com
-0.1566751,-78.4711641,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA PALMERAS,NORTE,AV DE LAS PALMERAS N46-353 Y TORONJAS,0987811228/0995397693,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csquimipalmeras.quito@hotmail.com
-0.057517,-78.454956,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA POMASQUI,NORTE,AV. MANUEL CORDOVA GALARZA S/N Y SAN JOSE,0983781742 - 0997083436,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 18H00,09H00 A 13H00,laquimicapomasqui@gmail.com
-0.2005138,-78.4992835,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUIMICA SANTA CLARA,CENTRO NORTE,RAMIREZ DAVALOS OE3-27 Y VERSALLES,0958801108,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,08H00 A 18H00,09H00 A 17H00,csquimicastaclara.quito@hotmail.com
-0.2898864,-78.5439414,NORTE,PICHINCHA,QUITO,CRESS,QUITO_QUITUMBE,SUR,OE2C S33-05 CALLE QUIPUS,0964187399,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,15H00,09H00 A 13H00 - 14H00 A 18H00,NO LABORA,csquitumbe.quito@hotmail.com
-0.126247,-78.4866012,NORTE,PICHINCHA,QUITO,CRESS,QUITO_REAL AUDIENCIA 1,NORTE,AV. REAL AUDIENCIA N60-22 Y NAGOLA,0983528509,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 18H00,09H00 A 13H00,csrealaudiencia.quito@hotmail.com
-0.184289,-78.48871,NORTE,PICHINCHA,QUITO,CRESS,QUITO_REPUBLICA,NORTE,AV REPUBLICA E3 11 AZUAY,02-4507933/0987416143,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,13H30,09H00 A 18H00,09H00 A 12H00,cs98.quito@hotmail.com
-0.1626475,-78.4794696,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_RIO COCA,NORTE,AV. ISLA SEYMOR N43-227 Y RIO COCA,02-3732000 EXT 2333,PABLO ARTURO AILLON CERVANTE,SI,11H00,08H00 A 13H00 Y 14H00 A 18H00,09H00 A 13H00,csriococa.quito@servientrega.com.ec
-0.0839661,-78.5074413,NORTE,PICHINCHA,QUITO,CRESS,QUITO_ROLDOS,NORTE,CALLE N85 OE10-64 Y OE11,0995026363,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,08H00 A 17H00,09H00 A 12H00,csquito.roldos@hotmail.com
-0.2677151,-78.527229,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SAN BARTOLO,SUR,BUENAVISTA E1-11 Y AV MALDONADO,22685287/0987138386,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14HOO,08H30-14H30 A15H00-18H30,08H30 A 14H00,QUITO_SANBARTOLO@HOTMAIL.COM
-0.1485466,-78.4667263,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_SAN ISIDRO,NORTE,DE LOS NOGALES N49-227 Y DE LOS OLIVOS,02-3732000 EXT 2363,PABLO ARTURO AILLON CERVANTE,SI,12h00,08H00 A 13H00 - 14H00 A 18H00,NO LABORA,cssanisidro.quito@servientrega.com.ec
-0.311130,-78.472301,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_SAN JOSE DEL VALLE,ESTE,GRIBALDO MINO S14-28 Y PASAJE TIWINZA,3732000 EXT 2354,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 13H30 - 14H30 A 18H00,-,cssanjose.quito@servientrega.com.ec
-0.085494,-78.437384,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SAN JOSE MORAN,NORTE,AV CARLOS MANTILLA OE3-108 Y PASAJE MENDOZA,02-2031277/0999201290,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,08H00 A 18H00,08H00 A 12H00,cs126.quito@hotmail.com
-0.269834,-78.465119,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SAN JUAN ARMENIA,ESTE,CORNELIA DE POLIT N12-194,0964215872,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 14H00 - 15H00 A 18H00,09H00 A 13H00,cssanjuanarmenia.quito@hotmail.com
-0.298006,-78.460411,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_SAN RAFAEL,SURESTE,AUTOPISTA GENERAL RUMINAHUI E ISLA ESPANOLA,02-3732000 EXT 2309,PABLO ARTURO AILLON CERVANTE,SI,11H00,08H00 A 18H30,09H00 A 16H00,cssanrafael.quito@servientrega.com.ec
-0.324371,-78.449261,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SANGOLQUI,SURESTE,AV. LUIS CORDERO 325 Y RIO BOBONAZA,0983404808 / 0984772522,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14HOO,09H00 A 18H00,09H00 A 13H00,cssangolqui.quito@hotmail.com
-0.21539,-78.50399,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SANTA PRISCA BCO CENTRAL,CENTRO,10 DE AGOSTO N11-487 Y CARLOS IBARRA,0979390840 - 0985848300,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,11H00,08H00 A 18H00,09H00 A 13H00,servientrega.quito82@hotmail.com
-0.0430713,-78.4449352,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_SANTA ROSA POMASQUI,NORTE,AV. SIMON BOLIVAR S/N Y EUGENIO DE SANTACRUZ Y ESPEJO,02-3732000 EXT 2339,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 13H00 - 14H00 A 18H00,-,cssantarosapomasqui.quito@servientrega.com.ec
-0.1953575,-78.4991057,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SEMINARIO,CENTRO NORTE,AV. AMERICA N26-14 Y MOSQUERA NARVAEZ,02-3517249/0984560331,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 12H00 - 13H00 A 18H00,09H00 A 12H00,cs135.quito@hotmail.com
-0.1891648,-78.4829781,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SHYRIS,NORTE,AV. DE LOS SHYRIS 32-15 Y AV. ELOY ALFARO,0996436708,MARIA SOLEDAD OVIEDO CARGUACUNDO,NO,-,09H00A13H30 -14H30 A18H00,09HOO A 12H00,csshyris.quito@hotmail.com
-0.2687282,-78.5384844,NORTE,PICHINCHA,QUITO,CRESS,QUITO_SOLANDA,SUR,BENANCIO ESTANDOQUE S19-183 Y SALVADOR BRAVO,0984746381,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,cssolanda.quito@hotmail.com
-0.13865,-78.470186,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_SOLCA,NORTE,AV.ELOY ALFARO N52-235 Y CAP.RAMON BORJA,02-3732000 EXT 2316,PABLO ARTURO AILLON CERVANTE,SI,13H00,08H30 A 18H30,09H00 A 13H00,cssolca.quito@servientrega.com.ec
-0.179533,-78.438906,NORTE,PICHINCHA,QUITO,CRESS,QUITO_TANDA,NORESTE,AV. PRINCIPAL OE1-106 Y CALLE SN,0994705561/0959670382,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,NO LABORA,CSTANDA.QUITO@HOTMAIL.COM
-0.3026422,-78.5530089,NORTE,PICHINCHA,QUITO,CRESS,QUITO_TERRANOVA,SUR,GUAYANAY NAN OE3-152 Y OE3E,0962136588,MARIA SOLEDAD OVIEDO CARGUACUNDO,NO,-,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csterranova.quito@hotmail.com
-0.1877885,-78.4799678,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_TRIBUNAL,NORTE,AV. 6 DIC. 3581 Y ELOY ALFARO,02-3732000 EXT 2302,PABLO ARTURO AILLON CERVANTE,SI,12H00,08H00 A 18H00,NO LABORA,cstribunal.quito@servientrega.com.ec
-0.1302766,-78.4814971,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_TUFINO,NORTE,AV. 10 DE AGOSTO N58-10 Y LUIS TUFINO,023732000 Ext 2366,PABLO ARTURO AILLON CERVANTE,SI,11H00,08H00 A 13H00 Y 14H00 A 18H00,NO LABORA,cstufino.quito@servientrega.com.ec
-0.1190662,-78.4999639,NORTE,PICHINCHA,QUITO,CRESS,QUITO_TULIPANES,NORTE,JOSE FIGUEROA OE6-90 Y FRANCISCO PACHECO,0984702954/0987381159,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 14H00-15HOO A 20HOO,-,cstulipanes.quito@hotmail.com
-0.2145128,-78.4043159,NORTE,PICHINCHA,QUITO,CRESS,QUITO_TUMBACO,NORESTE,GONZALO PIZARRO C-229 Y GONZALO DE VERA,02-2370129/0984995614,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,11H30,08H00 A 17H00,09H00 A 12H00,servientregaquito25@hotmail.com
-0.2752511,-78.5406816,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_TURUBAMBA,SUR,TNTE. HUGO ORTIZ S 25-42 Y AV. SOLANDA,02-3732000 EXT 2338,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H30 A 18H30,NO LABORA,csturubamba.quito@servientrega.com.ec
-0.0927606,-78.4612557,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_URABA,NORTE,JAVIER ESPINOSA E8-58 Y CALLE 2,02-3732000 EXT 2362,PABLO ARTURO AILLON CERVANTE,SI,14H00,08H00 A 13H00 - 14H00 A 18H00,NO LABORA,csuraba.quito@servientrega.com.ec
-0.185452,-78.493697,NORTE,PICHINCHA,QUITO,CRESS,QUITO_UTE 1,NORTE,AV. ATAHUALPA OE3-13 Y HERNANDO CRUZ,0968778402,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,11H00,09H00 A 18H30,NO LABORA,cs118.quito@hotmail.com
-0.202481,-78.500249,NORTE,PICHINCHA,QUITO,CRESS,QUITO_VERSALLES,CENTRO NORTE,SAN GREGORIO OE3-28 Y VERSALLES,0992506443,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 18H30,09H00 A 12H30,servientrega.quito87@hotmail.com
-0.294845,-78.451873,NORTE,PICHINCHA,QUITO,CRESS,QUITO_VIA AL TINGO,NORTE,RIO TIPUTINI NO 31 Y RIO CURARAY,0998556677,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 18H00,09H00 A 12H00,quito_viaaltingo@hotmail.com
-0.246715,-78.519651,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_VILLAFLORA,SUR,AV.MALDONADO S9-271 Y ALONSO DE ANGULO,02-3732000 EXT 2334,PABLO ARTURO AILLON CERVANTE,SI,12H30,08H00 A 18H00,09H00 A 13H00,csvillaflora.quito@servientrega.com.ec
-0.162537,-78.316273,NORTE,PICHINCHA,QUITO,CRESS,QUITO_YARUQUI,SURESTE,ELOY ALFARO 355 Y LINEA FERREA,02-2777410/0984826871,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,12H00,08H00 A 18H30,09H00 A 13H00,servientrega.quito83@hotmail.com
-0.07987,-78.4140432,NORTE,PICHINCHA,QUITO,CRESS,QUITO_ZABALA,NORTE,DE LOS ARRIEROS N7-56 Y GEOVANNY CALLES,0984562931,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14h00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,cszabala.quito@hotmail.com
-0.1997839,-78.4873718,NORTE,PICHINCHA,QUITO,DIRECTO,QUITO_LA NIÑA,CENTRO NORTE,DIEGO DE ALMAGRO N26-11 Y LA NIA,02-3732000 EXT 2349,PABLO ARTURO AILLON CERVANTE,SI,12H00,08H00 A 13H00 Y 14H00 A 18H00,NO LABORA,cslanina.quito@servientrega.com.ec
1.067366,-79.415241,NORTE,ESMERALDAS,RIO VERDE,CRESS,RIO VERDE_PRINCIPAL,NORTE,PROGRESO N35 SL 4 Y 10 DE AGOSTO,0995104581,VELASCO BAILON NANCY ELIZABETH,SI,12H00,08H00 A 13H00 - 14H00 A 18H00,09H00 A 14H00,csprincipal.rioverde@hotmail.com
-1.6709432,-78.6394513,NORTE,CHIMBORAZO,RIOBAMBA,CRESS,RIOBAMBA_BELLAVISTA,CENTRO,LOJA ENTRE PEDRO BEDON Y LUZ ELISA BORJA,0983589863,CHRISTIAN EDUARDO BARONA RAMIREZ,NO,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csbellavista.riobamba@homail.com
-1.638919,-78.679349,NORTE,CHIMBORAZO,RIOBAMBA,DIRECTO,RIOBAMBA_CENTRO LOGISTICO,NORTE,PANAMERICA NORTE S/N Y CONDOR MIRADOR,03 3732000 Ext 3318,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,09H00,08H00 A 13H00 Y 15H00 A 18H00,08H00 A 13H00,cscentrologistico.riobamba@servientrega.com.ec
-1.6695883,-78.6524638,NORTE,CHIMBORAZO,RIOBAMBA,CRESS,RIOBAMBA_FATIMAS,CENTRO,MAGDALENA DAVALOS N 23 42 VELOZ,03-2946131/0983199699,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,11H00,09H00 A 18H00,09H00 A 13H00,cs11.riobamba@hotmail.com
-1.646769,-78.6821,NORTE,CHIMBORAZO,RIOBAMBA,CRESS,RIOBAMBA_LA CAMPANA,SUR,AV. MONS. LEONIDAS PROAÑO S/N Y CANONIGO RAMOS,0967835680,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,11H00,08H00 A 18H00,08H00 A 13H00,cslacampana.riobamba@hotmail.com
-1.671814,-78.64895,NORTE,CHIMBORAZO,RIOBAMBA,DIRECTO,RIOBAMBA_LA CONCEPCION,CENTRO,COLON 24-28 Y VELOZ,03-3732000 EXT 3317,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,10H00,08H00 A 13H00 Y 15H00 A 18H00,NO LABORA,cslaconcepcion.riobamba@servientrega.com.ec
-1.6782487,-78.6425313,NORTE,CHIMBORAZO,RIOBAMBA,CRESS,RIOBAMBA_LA DOLOROSA,NORTE,PRIMERA CONSTITUYENTE 1060 Y CUBA,03-2964310 // 0979885013,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,11H00,08H00 A 18H30,08H00 A 14H00,csladolorosa.riobamba@hotmail.com
-1.661691,-78.638351,NORTE,CHIMBORAZO,RIOBAMBA,CRESS,RIOBAMBA_LA VASIJA,NORTE,AV EDELBERTO BONILLA OLEAS S/N Y JUAN LARREA,0983284932,CHRISTIAN EDUARDO BARONA RAMIREZ,NO,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,lavasijariobamba@gmail.com
-1.6617995,-78.6383777,NORTE,CHIMBORAZO,RIOBAMBA,CRESS,RIOBAMBA_LA VASIJA 1,NORTE,ALFONSO CHAVEZ S/N Y ANTENA,0983284932,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,14H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,lavasijariobamba@gmail.com
-1.665419,-78.656075,NORTE,CHIMBORAZO,RIOBAMBA,DIRECTO,RIOBAMBA_LOS PINOS,CENTRO,CALLE VELOZ Y BRASIL,03-3732000 EXT 3316,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,09H30,08H00 A 13H00 - 15H00 A 18H00,NO LABORA,cslospinos.riobamba@servientrega.com.ec
